,0,1,2,3,4,5
1,"Note Alimento: Nome Originale: ""Rose' wine, medium""",,,,,
2,Categoria merceologica: 17001 - vino e spumanti,,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 ml / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,M,229,,
7,"Energia, ricalcolata, kJ",317,86,,,
8,"Energia, Ric con fibra, kJ",317,86,,,
9,"Energia, ricalcolata, kcal",76,86,,,
10,"Energia, Ric con fibra, kcal",76,86,,,
11,"Proteine totali, g",0.1,M,229,,
12,"Proteine animali, g",0.0,M,229,,
13,"Proteine vegetali, g",0.1,M,229,,
14,"Lipidi totali, g",0.0,M,229,,
15,"Lipidi animali, g",0.0,M,229,,
16,"Lipidi vegetali, g",0.0,M,229,,
17,"Colesterolo, mg",0,M,229,,
18,"Carboidrati disponibili (MSE), g",2.5,M,229,,
19,"Amido (MSE), g",0.0,M,229,,
20,"Carboidrati solubili (MSE), g",2.5,M,229,,
21,"Fibra alimentare totale, g",0.0,M,229,,
22,"Alcol, g",9.5,90,,,
23,"Acqua, g",87.3,M,229,,calcolata per differenza
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",1.0,M,229,,
26,"Calcio, mg",12,M,229,,
27,"Sodio, mg",4,M,229,,
28,"Potassio, mg",75,M,229,,
29,"Fosforo, mg",6,M,229,,
30,"Zinco, mg",tr,M,229,,
31,"Magnesio, mg",7,M,229,,
32,"Rame, mg",0.02,M,229,,
33,"Selenio, µg",tr,M,229,,
34,"Cloro, mg",7,M,229,,
35,"Iodio, µg",2,Y,9500,2,"""Red Wine"" acqua 88, alcol 9,5, gravità specifica 1.003"
36,"Manganese, mg",0.10,M,229,,
37,"Zolfo, mg",35,Y,9500,2,
38,VITAMINE IDROSOLUBILI,,,,,
39,"Vitamina B1, Tiamina, mg",tr,M,229,,
40,"Vitamina B2, Riboflavina, mg",0.01,M,229,,
41,"Vitamina C, mg",0,M,229,,
42,"Niacina, mg",0.10,M,229,,
43,"Vitamina B6, mg",0.02,M,229,,
44,"Folati totali, µg",tr,M,229,,
45,"Acido pantotenico, mg",0.04,M,229,,
46,"Biotina, µg",2.0,M,228,2,"""Red wine"" acqua 88,4, alcol 9,6"
47,"Vitamina B12, µg",tr,M,229,,
48,VITAMINE LIPOSOLUBILI,,,,,
49,Retinolo equivalente,,,,,
50,"Retinolo eq. (RE), µg",tr,M,229,3B,
51,"Retinolo, µg",0,M,229,,
52,"ß-carotene eq., µg",tr,M,229,,
53,"Vitamina E (ATE), mg",0.00,X,422,2,"""Red wine"" acqua 79, alcol 10"
54,"Vitamina D, µg",0.00,M,229,,
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",0.00,M,229,,
57,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",0.00,M,229,,
58,"Acido laurico, g",0.00,M,229,,
59,"Acido miristico, g",0.00,M,229,,
60,"Acido palmitico, g",0.00,M,229,,
61,"Acido stearico, g",0.00,M,229,,
62,"Acido arachidico, g",0.00,M,229,,
63,"Acido beenico, g",0.00,M,229,,
64,"Acidi grassi monoinsaturi totali, g",0.00,M,229,,
65,"Acido miristoleico, g",0.00,M,229,,
66,"Acido palmitoleico, g",0.00,M,229,,
67,"Acido oleico, g",0.00,M,229,,
68,"Acidi eicosenoico, g",0.00,M,229,,
69,"Acido erucico, g",0.00,M,229,,
70,"Acidi grassi polinsaturi totali, g",0.00,M,229,,
71,"Acido linoleico, g",0.00,M,229,,
72,"Acido linolenico, g",0.00,M,229,,
73,"Acido arachidonico, g",0.00,M,229,,
74,"Acido eicosapentaenoico (EPA), g",0.00,M,229,,
75,"Acido decosaesaenoico (DHA), g",0.00,M,229,,
76,"Altri acidi grassi polinsaturi, g",0.00,86,,,
77,AMINOACIDI,,,,,
78,"Triptofano, mg",tr,M,229,,
79,"Treonina, mg",tr,M,229,,
80,"Isoleucina, mg",tr,M,229,,
81,"Leucina, mg",tr,M,229,,
82,"Lisina, mg",tr,M,229,,
83,"Metionina, mg",tr,M,229,,
84,"Cistina, mg",tr,M,229,,
85,"Fenilalanina, mg",tr,M,229,,
86,"Tirosina, mg",tr,M,229,,
87,"Valina, mg",tr,M,229,,
88,"Arginina, mg",tr,M,229,,
89,"Istidina, mg",tr,M,229,,
90,"Alanina, mg",tr,M,229,,
91,"Acido aspartico, mg",tr,M,229,,
92,"Acido glutammico, mg",tr,M,229,,
93,"Glicina, mg",tr,M,229,,
94,"Prolina, mg",tr,M,229,,
95,"Serina, mg",tr,M,229,,
96,ZUCCHERI,,,,,
97,"Glucosio, g",0.8,M,229,,
98,"Fruttosio, g",1.7,M,229,,
99,"Galattosio, g",0.0,M,229,,
100,"Saccarosio (MSE), g",0.0,M,229,,
101,"Maltosio (MSE), g",0.0,M,229,,
102,"Lattosio (MSE), g",0.0,M,229,,
