,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"11,30g",-
3,Carboidrati disponibili,"65,70g",-
4,Carboidrati complessi,"39,30g",-
5,Zuccheri solubili,"22,50g",-
6,Proteine,"8,20g",-
7,Grassi (Lipidi),"17,60g",-
8,Saturi totali,"5,60g",-
9,Monoinsaturi totali,"5,14g",-
10,Polinsaturi totali,"1,51g",-
11,Colesterolo,47mg,-
12,Fibra totale,,-
13,Fibra solubile,,-
14,Fibra insolubile,,-
15,Alcol (g),0,-
16,Sodio,ND,-
17,Potassio,ND,-
18,Ferro,"1,50mg",18.75% RDA
19,Calcio,23mg,2.30% RDA
20,Fosforo,ND,-
21,Magnesio,ND,-
22,Zinco,"0,66mg",6% RDA
23,Rame,"0,16mg",16% RDA
24,Selenio,ND,-
25,Tiamina (Vit. B1),ND,-
26,Riboflavina (Vit. B2),ND,-
27,Niacina (Vit. B3 o PP),ND,-
28,Vitamina A retinolo eq.,ND,-
29,Vitamina C,0mg,0% RDA
30,Vitamina E,ND,-
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
