0,1,2
Calorie,kcal,1.0
Calorie,kj,4.0
Grassi,g,0.0
Carboidrati,g,0.3
Proteine,g,0.0
Fibre,g,0.0
Zuccheri,g,0.0
Acqua,g,99.7
Ceneri,g,0.0
Minerali,,
Calcio,mg,0.0
Sodio,mg,3.0
Fosforo,mg,1.0
Potassio,mg,37.0
Ferro,mg,0.02
Magnesio,mg,3.0
Zinco,mg,0.02
Rame,mg,0.01
Fluoro,mcg,372.9
Manganese,mg,0.21899999999999997
Selenio,mcg,0.0
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,0.0
"Vitamina A, RAE",mcg_RAE,0.0
Tiamina (Vit. B1),mg,0.0
Riboflavina (Vit. B2),mg,0.013999999999999999
Niacina (Vit. B3),mg,0.0
Acido Pantotenico (Vit. B5),mg,0.011000000000000001
Piridossina (Vit. B6),mg,0.0
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,5.0
"Folato, DFE",mcg_DFE,5.0
"Folati, totali",mcg,5.0
Cobalamina (Vit. B12),mcg,0.0
"Vitamina B-12, aggiunta",mcg,0.0
Acido ascorbico (Vit. C),mg,0.0
Vitamina D (D2+D3),mcg,0.0
Colecalcifenolo (Vit. D),IU,0.0
Alpha-tocoferolo (Vit. E),mg,0.0
"Vitamina E, aggiunta",mg,0.0
Fillochinone (Vit. K),mcg,0.0
Colina totale (Vit. J),mg,0.4
"Carotene, beta",mcg,0.0
"Carotene, alfa",mcg,0.0
"Criptoxantina, beta",mcg,0.0
Licopene,mcg,0.0
Luteina + zeaxantina,mcg,0.0
Tocoferolo gamma,mg,0.0
Tocoferolo delta,mg,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.001
"Acidi grassi, polinsaturi",g,0.004
"Acidi grassi, saturi",g,0.002
Colesterolo,mg,0.0
Grassi saturi,,
4:0,g,0.0
6:0,g,0.0
8:0,g,0.0
10:0,g,0.0
12:0,g,0.0
14:0,g,0.0
16:0,g,0.001
18:0,g,0.0
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.0
18:1 indifferenziato,g,0.0
20:1,g,0.0
22:1 indifferenziato,g,0.0
Grassi polinsaturi,,
18:2 indifferenziato,g,0.001
18:3 indifferenziato,g,0.003
18:4,g,0.0
20:4 indifferenziato,g,0.0
20:5 n-3,g,0.0
22:5 n-3,g,0.0
22:6 n-3,g,0.0
Aminoacidi,,
Acido aspartico,g,0.0
Acido glutammico,g,0.0
Alanina,g,0.0
Arginina,g,0.0
Cistina,g,0.0
Fenilalanina,g,0.0
Glicina,g,0.0
Isoleucina,g,0.0
Istidina,g,0.0
Leucina,g,0.0
Lisina,g,0.0
Metionina,g,0.0
Prolina,g,0.0
Serina,g,0.0
Tirosina,g,0.0
Treonina,g,0.0
Triptofano,g,0.0
Valina,g,0.0
Altro,,
Alcol etilico,g,0.0
Caffeina,mg,20.0
Teobromina,mg,2.0
