,components,unit,value,section
0,Parte edibile, %,74,componenti principali
1,"Energia,  ricalcolata", kJ,658,componenti principali
2,"Energia,  Ric con fibra", kJ,658,componenti principali
3,"Energia,  ricalcolata", kcal,157,componenti principali
4,"Energia,  Ric con fibra", kcal,157,componenti principali
5,Proteine totali, g,"21,3",componenti principali
6,   Proteine animali, g,"21,3",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"8,0",componenti principali
9,   Lipidi animali, g,"8,0",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,62,componenti principali
12,Carboidrati disponibili (MSE), g,"0,0",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,0",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"69,6",componenti principali
18,Ferro, mg,"0,8",minerali ed elementi in traccia
19,Calcio, mg,8,minerali ed elementi in traccia
20,Sodio, mg,56,minerali ed elementi in traccia
21,Potassio, mg,290,minerali ed elementi in traccia
22,Fosforo, mg,160,minerali ed elementi in traccia
23,Zinco, mg,"1,60",minerali ed elementi in traccia
24,Magnesio, mg,17,minerali ed elementi in traccia
25,Rame, mg,"0,13",minerali ed elementi in traccia
26,Selenio, µg,"14,0",minerali ed elementi in traccia
27,Cloro, mg,51,minerali ed elementi in traccia
28,Iodio, µg,5,minerali ed elementi in traccia
29,Manganese, mg,tr,minerali ed elementi in traccia
30,Zolfo, mg,160,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,80",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,70",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"3,00",vitamine idrosolubili
35,Vitamina B6, mg,"0,54",vitamine idrosolubili
36,Folati totali, µg,1,vitamine idrosolubili
37,Acido pantotenico, mg,"1,42",vitamine idrosolubili
38,Biotina, µg,"2,0",vitamine idrosolubili
39,Vitamina B12, µg,"1,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,tr,retinolo equivalente
41,   Retinolo, µg,tr,retinolo equivalente
42,   ß-carotene eq., µg,0,retinolo equivalente
43,Vitamina E (ATE), mg,"0,05",retinolo equivalente
44,Vitamina D, µg,"0,60",retinolo equivalente
45,Acidi grassi saturi totali, g,"3,66",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,23",acidi grassi
48,Acido miristico, g,"0,32",acidi grassi
49,Acido palmitico, g,"1,90",acidi grassi
50,Acido stearico, g,"1,13",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"2,48",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,15",acidi grassi
56,Acido oleico, g,"2,21",acidi grassi
57,Acidi eicosenoico, g,"0,13",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"1,47",acidi grassi
60,Acido linoleico, g,"1,45",acidi grassi
61,Acido linolenico, g,"0,01",acidi grassi
62,Acido arachidonico, g,"0,00",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,01",acidi grassi
66,Triptofano, mg,217,aminoacidi
67,Treonina, mg,941,aminoacidi
68,Isoleucina, mg,1139,aminoacidi
69,Leucina, mg,1741,aminoacidi
70,Lisina, mg,1877,aminoacidi
71,Metionina, mg,591,aminoacidi
72,Cistina, mg,292,aminoacidi
73,Fenilalanina, mg,834,aminoacidi
74,Tirosina, mg,685,aminoacidi
75,Valina, mg,1218,aminoacidi
76,Arginina, mg,1335,aminoacidi
77,Istidina, mg,817,aminoacidi
78,Alanina, mg,1252,aminoacidi
79,Acido aspartico, mg,2133,aminoacidi
80,Acido glutammico, mg,3257,aminoacidi
81,Glicina, mg,1022,aminoacidi
82,Prolina, mg,849,aminoacidi
83,Serina, mg,902,aminoacidi
84,Glucosio, g,"0,0",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,0",zuccheri
