,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,268,componenti principali
2,"Energia,  Ric con fibra", kJ,268,componenti principali
3,"Energia,  ricalcolata", kcal,63,componenti principali
4,"Energia,  Ric con fibra", kcal,63,componenti principali
5,Proteine totali, g,"13,6",componenti principali
6,   Proteine animali, g,"13,6",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"1,0",componenti principali
9,   Lipidi animali, g,"1,0",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,178,componenti principali
12,Carboidrati disponibili (MSE), g,tr,componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,tr,componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"83,0",componenti principali
18,Ferro, mg,"2,4",minerali ed elementi in traccia
19,Calcio, mg,118,minerali ed elementi in traccia
20,Sodio, mg,344,minerali ed elementi in traccia
21,Potassio, mg,68,minerali ed elementi in traccia
22,Fosforo, mg,136,minerali ed elementi in traccia
23,Zinco, mg,"0,90",minerali ed elementi in traccia
24,Magnesio, mg,43,minerali ed elementi in traccia
25,Rame, mg,"0,14",minerali ed elementi in traccia
26,Selenio, µg,"39,0",minerali ed elementi in traccia
27,Cloro, mg,470,minerali ed elementi in traccia
28,Iodio, µg,90,minerali ed elementi in traccia
29,Manganese, mg,"0,14",minerali ed elementi in traccia
30,"Vitamina B1,  Tiamina", mg,tr,vitamine idrosolubili
31,"Vitamina B2,  Riboflavina", mg,"0,02",vitamine idrosolubili
32,Vitamina C, mg,tr,vitamine idrosolubili
33,Niacina, mg,"0,50",vitamine idrosolubili
34,Vitamina B6, mg,"0,07",vitamine idrosolubili
35,Folati totali, µg,13,vitamine idrosolubili
36,Acido pantotenico, mg,"0,22",vitamine idrosolubili
37,Biotina, µg,"1,0",vitamine idrosolubili
38,Vitamina B12, µg,"3,0",vitamine idrosolubili
39,   Retinolo eq. (RE), µg,2,retinolo equivalente
40,   Retinolo, µg,2,retinolo equivalente
41,   ß-carotene eq., µg,tr,retinolo equivalente
42,Vitamina E (ATE), mg,"2,85",retinolo equivalente
43,Vitamina D, µg,tr,retinolo equivalente
44,Acidi grassi saturi totali, g,"0,17",acidi grassi
45,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
46,Acido laurico, g,"0,00",acidi grassi
47,Acido miristico, g,tr,acidi grassi
48,Acido palmitico, g,"0,11",acidi grassi
49,Acido stearico, g,"0,04",acidi grassi
50,Acidi grassi monoinsaturi totali, g,"0,18",acidi grassi
51,Acido palmitoleico, g,"0,03",acidi grassi
52,Acido oleico, g,"0,12",acidi grassi
53,Acidi eicosenoico, g,"0,01",acidi grassi
54,Acido erucico, g,"0,02",acidi grassi
55,Acidi grassi polinsaturi totali, g,"0,31",acidi grassi
56,Acido linoleico, g,"0,05",acidi grassi
57,Acido linolenico, g,"0,03",acidi grassi
58,Acido arachidonico, g,"0,05",acidi grassi
59,Acido eicosapentaenoico (EPA), g,"0,11",acidi grassi
60,Acido decosaesaenoico (DHA), g,"0,04",acidi grassi
61,Altri acidi grassi polinsaturi, g,"0,02",acidi grassi
62,Treonina, mg,621,aminoacidi
63,Isoleucina, mg,634,aminoacidi
64,Leucina, mg,1179,aminoacidi
65,Lisina, mg,1073,aminoacidi
66,Metionina, mg,396,aminoacidi
67,Cistina, mg,172,aminoacidi
68,Fenilalanina, mg,548,aminoacidi
69,Tirosina, mg,493,aminoacidi
70,Valina, mg,650,aminoacidi
71,Arginina, mg,1127,aminoacidi
72,Istidina, mg,254,aminoacidi
73,Alanina, mg,911,aminoacidi
74,Acido aspartico, mg,1469,aminoacidi
75,Acido glutammico, mg,2124,aminoacidi
76,Glicina, mg,888,aminoacidi
77,Prolina, mg,596,aminoacidi
78,Serina, mg,694,aminoacidi
79,Glucosio, g,tr,zuccheri
80,Fruttosio, g,"0,0",zuccheri
81,Galattosio, g,"0,0",zuccheri
82,Saccarosio (MSE), g,"0,0",zuccheri
83,Maltosio (MSE), g,"0,0",zuccheri
84,Lattosio (MSE), g,"0,0",zuccheri
