,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1959,componenti principali
2,"Energia,  Ric con fibra", kJ,2017,componenti principali
3,"Energia,  ricalcolata", kcal,468,componenti principali
4,"Energia,  Ric con fibra", kcal,482,componenti principali
5,Proteine totali, g,"8,0",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"8,0",componenti principali
8,Lipidi totali, g,"25,8",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"25,8",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"54,3",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"54,3",componenti principali
15,Fibra alimentare totale, g,"7,2",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"6,1",componenti principali
18,Ferro, mg,"2,5",minerali ed elementi in traccia
19,Calcio, mg,119,minerali ed elementi in traccia
20,Sodio, mg,4,minerali ed elementi in traccia
21,Potassio, mg,431,minerali ed elementi in traccia
22,Fosforo, mg,254,minerali ed elementi in traccia
23,Zinco, mg,"1,60",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,15",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,22",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"1,05",vitamine idrosolubili
28,Vitamina B6, mg,"0,08",vitamine idrosolubili
29,Folati totali, µg,24,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,0,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,0,retinolo equivalente
33,Vitamina E (ATE), mg,"11,98",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"2,14",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"18,37",acidi grassi
37,Acido oleico, g,"18,19",acidi grassi
38,Acidi grassi polinsaturi totali, g,"5,05",acidi grassi
39,Acido linoleico, g,"4,91",acidi grassi
40,Acido linolenico, g,"0,14",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
