Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Mozzarella,Pasta filata,Italian cheeses,Formaggio,Fermented foods,Fermented milk products,Latticini
Grassi,16 g,"-18%19,5 g","-19%19,7 g","-19%19,7 g","-23%20,7 g","+34%11,9 g","+34%11,9 g","+4%15,4 g"
- Acidi Grassi saturi,"10,5 g","-21%13,3 g","-20%13,1 g","-21%13,3 g","-23%13,7 g","+33%7,9 g","+33%7,9 g","+9%9,61 g"
Carboidrati,1 g,"+2%0,98 g","-69%3,26 g","-30%1,43 g","-59%2,46 g","-86%7,16 g","-86%7,16 g","-84%6,1 g"
- Zuccheri,1 g,"+28%0,779 g","+18%0,85 g","-23%1,3 g","-27%1,37 g","-84%6,16 g","-84%6,16 g","-82%5,42 g"
Proteine,"16,5 g","0%16,5 g","+9%15,2 g","+4%15,8 g",+3%16 g,+65%10 g,+65%10 g,"+109%7,89 g"
Sale,"0,7 g","+9%0,641 g","+4%0,673 g","-3%0,72 g","-24%0,921 g","+32%0,529 g","+32%0,529 g","+73%0,405 g"
Sodio,"0,276 g","+9%0,252 g","+4%0,265 g","-3%0,283 g","-24%0,363 g","+32%0,208 g","+32%0,208 g","+73%0,159 g"
Calcio,324 mg,?,?,?,-38%523 mg,-13%374 mg,-13%374 mg,+21%268 mg
Nutrition score - France,10,"+6%9,43","+4%9,59","+4%9,58","-4%10,4","+58%6,32","+58%6,32","+71%5,86"
Nutri-Score,C,C,C,C,D,C,C,C
